Yorum;Kategori
Cok uzun yillardir musteriniz olmama ragmen son donemdeki kur korumali katilim hesabima yaomis oldugum itiraz hakkinda herhangi bir bilgi aktarimi yapilmadan itirazim haksiz bulunmustur. Kendiminde 27 yildir finans piyasalarinda oldugumu hatirlatmak isterim;Genel Memnuniyetsizlik
Mobil Þube geliþtirilmeli;Fonksiyon Eksikliði
Uygulama kullanýþsýz ve her adýmda pin girmek zorunda olmak zorluyor;Kullanýþsýz
Mobil çok yavaþ açýlýyor.;Yavaþ
Mobil þube yavaþ;Yavaþ
Erbaa'da ATM yok.PTT 'den para çekerken ücret alýyorsunuz.Hem hizmet vermiyorsunuz hem de para alýyorsunuz.;ATM
Biraz daha hýzlý olabilirse cokiyi olur;Yavaþ
Alba FX iptal edildiði için bu puaný verdim;AlbaFX
Baðýþ ödemeleri baþta olmak üzere, 3 aylýk katýlým fon hesabý için tekrar tekrar yeni hesap açmak gerekiyor. Kuveyt Türk katýlým Bankasý gibi vadeler dolunca yeniden devam etmelidir.;Kur Korumalý Vade Yenileme
Daha hýzlý olabilir;Yavaþ
Alis satis cok yuksek. Dovizden altin alusi yapamiyorum;Kur Marjý
Alba yý kapatmak kötü etkiledi;AlbaFX
Daha önce albaflex uygulamasý vardý ,kaldýrdýnýz,iþlem yapma deðerli maden ve döviz çok düþük ondan düþük puan;AlbaFX
Daha kolay ve dah düzenli olabilir;Kullanýþsýz
Sisteme giriþ çok yavaþ.;Yavaþ
Mobil bankacýlýk uygulamanýz çok amatörce olmuþ.diðer banka uygulamalarýna bakýp biraz geliþtirmeniz lazým;Kullanýþsýz
Diðer bankalarýn mobil uygulamalarý daha pratik  Albaraka karmaþýk;Kullanýþsýz
So many unnecessary fees I deposit many in my account in my branch I got charged fees;Ücret Alýnmasý
para çekme limitiniz düþük ve atmleriniz çok yaygýn degil en azýndan limitin 5000 tl olmaso gerekiyor;ATM
Telefondan ulaþamýyorum sizlere Ýlla bizzat gitmemiz gerekiyor gibi;Çaðrý Merkezi
Uygulamanýzý geliþtirmeniz lazým diðer banka uygulamalarýna göre çok geriden geliyorsunuz;Kullanýþsýz
Bazý çalýþanlarýnýz müþteriye gereken ilgiyi göstermiyor. Bu üst düzey yöneticileriniz dahil;Ýlgisizlik
Fast iþlemlerinde Kuveyt Türk ü örnek almanýzý tavsiye ediyorum;Fonksiyon Eksikliði
Sizin müþterinizim. Faizsiz olduðunuz Ýçin. Ama kaç yýl oldu ne bankamatik kartýmý nede kredi kartýmý alabildim;Kart
Ýþer aðýr ve karmaþýk yürüyor,Mobil bankacýlýðýnýz sürekli sistem hatasý verip iþlemi yapmýyor insaný býktýrýyor.;Çalýþmýyor - Hata Veriyor
Mobil þube çok yavaþ;Yavaþ
Yoðun olan günlerdeçok sýkýntý yaþatýyor  3 banka ile çalýþýyorum albaraka mobil çok yavaþ diðerlerinde hiç sorun yaþamadým fakat albaraka çok yordu;Çalýþmýyor - Hata Veriyor
Sistem hatasýndan dolayý Personelimin maaþlarýný ödeyemedim;Çalýþmýyor - Hata Veriyor
Sim bloke kaldýramadým uygulamanýzý kullanamýyorum;SMS
Ürün yelpazesi çok kýsýtlý, varsa bile insanlar bilmiyor. Tanýrým yetersiz.;Fonksiyon Eksikliði
Hýzý zaif;Yavaþ
Telofon edimiz zaman kimse telefona bakmýyorlar;Çaðrý Merkezi
Yýllardýr ticari müþteriyim. Pos kullanýrým, otomatik ödeme talimatlaým var, hesabýmda emtia  döviz ve tl bulundurmama raðmen bir kredi kartý alamadým. Oysaki hesabýmýn bile olmadýðý birçok banka bir imza karþýlýðý 100 bin tl kredi kartý vermiþtir. Neden sizden alamýyorum. Kredi notuma bakýlabilir. Kredi kartý almam için ne olmasý gerekiyor.?;Kart
Uygulama çok yavaþ;Yavaþ
Platinum kartýmý kapatmýþtým yeniden baþvurmaya çalýþýyorum ama sadece þubeden baþvuru oluyor ve bulunduðum yerde þubeniz yok;Kart
Özellikle döviz bozdurma iþlemlerinde uzun zaman alýyor iþem zaman aþýmý diye bir uyarý veriyor sitemden çýkýp tekrar giriyorum ancak döviz bozabiliyor um;Çalýþmýyor - Hata Veriyor
Mobil hizmeti çok aðýr çalýþýyo;Yavaþ
Yavas;Yavaþ
Euro, dolar, altýn, katýlým hesabým var. Cari hesabýmdaki tl ile döviz alýcam hesap bulunamadý diyor;Çalýþmýyor - Hata Veriyor
Orta halli biraz daha basit olabilir mobil uygulama;Kullanýþsýz
Diðer bankalarýn sunduðu hizmetlerin bir çoðu yok;Fonksiyon Eksikliði
Mobile giriþte sýkýntý oluyor;Çalýþmýyor - Hata Veriyor
Eksiklikler var ama geliþtirmeye çalýþýyor;Fonksiyon Eksikliði
Yaptýðým iþlemin dekontunu gönderdikten sonra, ikinci bir iþlemi yapmama fýrsat vermede n ekran kapanýyor....;Çalýþmýyor - Hata Veriyor
"çok yavaþsýnýz 
size bu kadar deðer verirken bizler, 1-farkýnda deðilsiniz 2- kendinizi geliþtirmiyorsunuz.";Yavaþ
Vodafone Net faturamý ödeyemiyorum seçeneklerde yok çünkü konuyla ilgilenirseniz memnun olurum.;Fonksiyon Eksikliði
"Yatýrým için alternatifiniz oldukça az,
Kredi kartýmý bazý online ödemelerde kullanamýyorum örnek Vodafone faturamý Vodafone yanýmda uygulamasýnda kullanamýyorum.";Kart
Her hizmeti mobilde bulamýyorum;Fonksiyon Eksikliði
2 ayrý kredi kartýmýn limiti ortak ne saçmalýk;Kart
Pratik deðil.;Kullanýþsýz
Mobil þube çok yavaþ;Yavaþ
Sýk sýk hata veriyor uygulama;Çalýþmýyor - Hata Veriyor
Mobil þube çok yavaþ açýlýyor.;Yavaþ
Uygulama çok yavaþ ve sýk sýk çöküyor;Yavaþ
Ortak hesabýma baðladýðým otomatik ödemelerimi mobil bankacýlýkta ve internet bankacýlýðýnda  sistemde göremiyorum. Bunun bi an önce düzeltilmesi gerekir.;Fonksiyon Eksikliði
Uygulama çok yavaþ ve donöalar oluyor diðer banka uyglamalarýnda böyle bir problemle karþýlaþmýyorum;Yavaþ
Mobilden fast gönderme iþlemi gerçekleþmiyor;Fonksiyon Eksikliði
Bazen aðýr kalýyor uygulama;Yavaþ
Kurumsal mobilde bireysel de olan bir çok özellik yok;Fonksiyon Eksikliði
Bankanýn giþe iþlemleri çok yavaþ,bankanýn diðer þubelerinden para çekmek istediðinizde komisyon kesmesi çok yanlýþ uygulama;Þube
"1-geç iþlem yapýlýyor
2-ödeme ve transfer çoðu zaman yapamýyorum
3-Çok hantal çalýþýyor";Yavaþ
Alt yapý zayýf;Yavaþ
Kaç yýldýr albaraka türk müþterisiyim bir kredi kartý edinemedim. Bankalar benim gibi emekli memur veya esnafa promosyon ve kart verebilmek için birbirleriyle yarýþýyor adeta. Ancak benim bankam bana kredi kartý vermek için yýllardýr bir sebep bulamadý sanýrým. Hayýrlýsý olsun inþallah.;Kart
Sistem çok yavaþ çalýþýyor;Yavaþ
SGK ödemeleri ile HGS ürününüz olmamasý.;Fonksiyon Eksikliði
Hafta sonu para transferi için ücret alýnýyor.;Ücret Alýnmasý
Bazen mobil veride sýkýntý yaþiyorum;Yavaþ
Aplikasyon kullanýþý hoþ deðil;Kullanýþsýz
Altýn al-sat farký çok fazla;Kur Marjý
Vergi ve SGK tapu harcýn ödemeleri gelse 10 hakediyor;Fonksiyon Eksikliði
sgk primlerini ödemesinde sýkýntý yaþýyorum;Fonksiyon Eksikliði
Yardým için müþteri hizmetlerine ulaþmak çok zor;Çaðrý Merkezi
ALBARAKA TÜRK seviyorum lakin geçen gün 2 defa aradým yardýmcý olmadýlar. Altýn akým satým da 250.000tl lik  kota koyulmuþ  bunu kaldýrmak istedim yardýmcý olmadýlar;Genel Memnuniyetsizlik
Çok yavaþ bazen açýlmýyor;Yavaþ
Mobil þuba iyi bir þekilde tasarlanmamýþ;Kullanýþsýz
Bankacýlýk uygulamasý ile hizmet çok iyi ancak ATM sayýlarý çok az;ATM
Giriþ yaparken zorluklarla karþýlaþýyorum;Çalýþmýyor - Hata Veriyor
Tüm bankalara ora kotla giriyorum albarakaya giremiyorum daha önce bunu belirtmiþtim bazen geliyor bazen girmiyor ore kötü okumuyor bankamatik;Çalýþmýyor - Hata Veriyor
Müþteri temsilcisi gerektiði gibi yardýmcý oldu ama banka 2 haftadýr yaptýðým kart baþvurusunu olumlu veya olumsuz sonuçlandýrmadý;Kart
Çok yavaþ açýlýyo ve program çok yavaþ;Yavaþ
Bazen iþlemlerimizi yaparken çok yavaþ ve umduðumuz þekilde olmuyor;Yavaþ
Çok daha iyi olabilir;Kullanýþsýz
Uygulama çok yavaþ, aðýr olduðu için kýrdým puan. Haricinde her iþimizi görüyor;Yavaþ
Mobil þubeniz diðer uygulamalara göre pratikliðini arttýrabilirsiniz;Kullanýþsýz
Yavaþ;Yavaþ
Sade ve çok pratik deðil;Kullanýþsýz
Ýlgi ve alaka;Ýlgisizlik
Sistem yavaþ çalýþýyor;Yavaþ
albafx in kapanmasýndan kaynaklý oluþan kur altýn makasýnýn açýlmasý…;AlbaFX
Giriþlerde ve çýkýþlarda iþlemlerde  çok sýk kesinti oluyor;Çalýþmýyor - Hata Veriyor
Hizmetleriniz iyi fakat telefonundan  fast tanýmlama kabul etmiyor. Oysaki baþka bankalardan rahatça kullanabiliyorum.;Çalýþmýyor - Hata Veriyor
Çok sýk baðlantý hatasý oluyor giriþlerde ve menü yeteri kadar zengin deðil;Çalýþmýyor - Hata Veriyor
Diðer bankalarda ki esneklik ve iþlem çeþiti ör yatýrým hesabý sýkýntýlý bankanýzýn;Çalýþmýyor - Hata Veriyor
"Para gönderme daha pratik olabilir
Bazý iþlemlerde Ýnternet þubesine yönlendiriyor";Kullanýþsýz
"Albaraka en cok guvendigim banka olmasina ragmen 
-teknoloji ve kullanim pratikligi konusunda rakiplerinin gerisinde kalan uygulamalar.
- atm agi ile ilgili daha pratik cozumler ureteme me alisveris merkezinde atm bulundurmamasi
- finansman konusunda daha rekabetci cozumler uretememe ve bunu umursuyor gibi gozukmemesi";Kullanýþsýz
Mobil bankacýlýk uygulamasý biraz karýþýk geldi;Kullanýþsýz
"Mobil þube giriþte ve adým geçiþlerinde çok yavaþ..
Bir de eft ler karþý hesaba geç geçiyor, karþý tarafa geç iletiliyor";Yavaþ
ÇOK YAVAÞ ÇALIÞIYOR.;Yavaþ
Ýþlem hýzýnýz çok düþük;Yavaþ
Menü zor, sürekli hata veriyor, donuyor.;Çalýþmýyor - Hata Veriyor
Islemlerimi gaoarken çok zorlanýyorum. Daha piratik bir uygulama olabilir;Kullanýþsýz
"Cepten borsa iþlemi yapamýyorum
Küçük meblaðlý eft ler için bile pin kodu istiyor";Aþýrý Güvenlik
Android uygulamasý biraz hantal ve yavaþ düzeltilmesi lazim;Yavaþ
Giriþte çoðu zaman sýkýntý var. Para geldiðinde çok geç hesaba düþüyor. Genelde ön memnun deðiliz.;Çalýþmýyor - Hata Veriyor
Ýnegöl'de tek atm var;ATM
Transferring one dollar account to another account;Fonksiyon Eksikliði
Mobil siteniz kullanýþsýz, müþteri gözü ile kendiniz bakýnýz. Baþta  giriþte rakam yerine harflerle baþlýyor. Havale yapýyorum bir müddet görünmüyor kart borcu yok görünüyor, sonradan çýkýyor.;Kullanýþsýz
Çünkü iyi ama bazý konularda yetersizlikler var;Fonksiyon Eksikliði
Mobil þube gelistirilerek þubeye gitmeden sim bloke kaldýrma ATM kartý olmadan bireysel Ýnternet bankacýlýðý þifresi alma gibi iþlemleri yapýlabilir olmasý lazým kurumsal internet bankacýlýðý için ise Alba Fx uygulamasý ve QR kod ile para çekim olmasý gerekli;SMS
Mobil þube açýlmýyor, geç açýlýyor, iþlemin sonuna gelmeyi baþarabilirseniz “daha sonra deneyin” uyarýsý veriyor, yavaþ çalýþýyor. Kötü…;Çalýþmýyor - Hata Veriyor
Daha pratik ve nitelikli bir arayýz olmalý... Özelikle rskam tuþlar için geniþ kare alan açýlmalý.;Kullanýþsýz
Müþteri hizmetlerinden bilgi almakta zorlanýyorum;Çaðrý Merkezi
Mobil bankacýlýk sistemi çok yavaþ. Çok fazla kasýyor. Çoðu zaman iþlem yapmakta zorlanýyoruz;Yavaþ
Uygulamayý ve bank kartýný hiç kullanýlýþlý bulmuyorum daha geliþtirilmesi gerektiðini düþünüyorum;Kullanýþsýz
Mobil uygulama pek kullanýþlý deðil;Kullanýþsýz
Çok kullanýþlý bulmuyorum mobil bankacýlýðý;Kullanýþsýz
Mobil þube menüleri yavaþ çalýþýyor.;Yavaþ
"Müþteri hizmetleri çaðrý merkezi yetkilisi  bir çok soruya yuvarlak cevaplar veriyor net deðil...
Ayrýca bankamatik kartý baþvurusu yaptým çaðrý merkezi vasýtasý ile kayýtlý sizde aradan 1 ay geçti.. yazýklar olsun..hala ortada bankamatik kartý yok.. ve beni yönlendirme yapacaðýnýz kimsede yok.. þuanda kartlarými kapattým..haftaya hesabýmý kapatmak için þubeye gideceðim..";Çaðrý Merkezi
Ulaþýmýnýn zor ve açýklayýcý veya çözümlemede çok vasat;Kullanýþsýz
"Müþteri deðilde tamamen banka menfaatlerini ön planda tutan bir kuruluþ.
Bu yüzden kendim dahil kimseye tavsiye etmeyeceðim bir banka mecbur tutulmasak imkan yok çalýþmayacaðým bir bankadýr.";Genel Memnuniyetsizlik
"Sistem çok yavaþ 
Giriþlerde sorun yaþanýyor";Yavaþ
Uygulama diðer uygulama göre çok yavaþ;Yavaþ
Kolay uygulama deðil akýcýlýðý hiç yok girmesi çok zor;Kullanýþsýz
Çok karmaþýk ve istediðin hiçbir þeyi bulamýyorsun;Kullanýþsýz
Hesap hareketlerinde süzgeç kýsmý yetersiz.örneðin yazdýðým isime ait tüm iþlemleri görmek istiyorum  öyle bir filtreme alaný yok veya ben bulamýyorum;Fonksiyon Eksikliði
Sürekli giriþ problemi ve iþlem lerdeki yetersizlik;Çalýþmýyor - Hata Veriyor
EFT Limit arttýrým dilekçem iþleme konulmamýþ;Para Transfer Limiti Yetersiz
Çok yavaþ çalýþýyor mobil þube. Giriþte 2 sefer parola girmek vs. Ekstra yavaþlatýyor.;Yavaþ
Uygulamaniz cok yavas calisiyo ve dogru duzgun islem yapamiyorum;Yavaþ
150.000 havale eft bedei olduðu için;Para Transfer Limiti Yetersiz
Sisteminiz berbat;Kullanýþsýz
Mobil þubede yapabildiklerim oldukça sýnýrlý birçok iþlemi internet bankacýlýðýndan yapabiliyorum baþka bankalarda mobil bankacýlýk daha fazla iþlem özelliði veriyor;Fonksiyon Eksikliði
Uygulama  yavaþ;Yavaþ
Çok yavaþ çalýþýyor,çoðu zaman iþlem sonrasýnda çýkýþ yapýlamýyor,mecburen ekran silmeyle çýkýyorum.;Yavaþ
Mobil çok kýsýtlý bloke de bekleyen paramý çözmek için illaki þubeye gitmem gerekiyor diyer banka uygulamalarý böyle deðil mobilden bütün iþlemleri yapabiliyorum;Fonksiyon Eksikliði
Diðer bankalara göre çok hantal çok zaman harçýyor ayrýca iki defa pim kodu istiyor;Yavaþ
Çok yavaþ uygulama;Yavaþ
Kesinlikle kullanisli degil daha pratik olabilir.Islemler zor yapiliyor.Karmasik biraz;Kullanýþsýz
Mobil þube karýþýk ve yorucu;Kullanýþsýz
memnun deðilim de ondan;Genel Memnuniyetsizlik
Uygulama çok geç açýlýyor, Doviz iþlemleri yaparken bir kaç kez denemede yapabiliyorsun;Yavaþ
Bir defa yaptýðým iþi bir dahakine yapamýyoruz;Çalýþmýyor - Hata Veriyor
Çok yavaþ V.S.   V.S.;Yavaþ
Konut kredisi kullanmak için þubenize gittim yardýmcý olmadýðýnýz için.;Þube
Baþýmdan geçen bir olay yüzünden.Konut finasmaný aldýðým için zorunlu konut sigortasý yapýldý. Banyoda fayanslar zemin oturmasý Yüzünden teminat dýþý deyip 1000 tl ödeme gerçekleþti. Benim masrafým 7000 tl. Albaraka tamamen periþanlýk baþka birþey deðil. Hakkýmý helal etmiyorum.;Sigorta
Çünkü baz iþlemleri mobil þubeden yapabiliyorken bazý iþlemleri yapabilmek için internet þubesine giriþ  yapmak gerekiyor. Zaman kaybý... Ayrýca mesela döviz ve kýymetli maden kurlarý internet þubesinde farklý mobil þubede farklý (mobil þube daha düþük). Buda çok saçma ikisinin ayný olmasý gerekir diye düþünüyorum;Fonksiyon Eksikliði
Çok kötü;Kullanýþsýz
Çok aðýr çalýþýyor;Yavaþ
Sýfýr;Genel Memnuniyetsizlik
Elemanlarýnýz soðuk ilgisiz;Ýlgisizlik
Yeterli bilgilendirme yok ilgi alaka yok;Bilgilendirme Eksikliði
"Ýptal iþlemi yapamýyorum 
Ýstemediðim halde yatýrým hesabý iptal baþvurusunda bulunmuþ 
Düzeltilmesini talep ediyorum";Ýptal Edemiyor
Her iþlem uzun sürmekte ve iþlem yapmadan önce vermesi gereken uyarýyý iþlem sonlanirken veriyor tekrar sistemden atýyor.sisteme girmek için hem pin hem þifre iþlem yaparken pin yani zaten sisteme giriþ yaptýysam benim demektir. EFT yetkim nasýl olmuyor. Ekran görüntüsü neden alamýyorum yani daha kullanmayacaðým bankanizi para bekliyorum o gelsin;Yavaþ
Cok ugraþtýrýyor;Kullanýþsýz
Birincisi, belirli aralýkla müþteri no vs.. soruyor. Ýkincisi hesaplarýn detaylarýný göremiyoruz, blokede ne kadar para var görünmüyor gibi;Fonksiyon Eksikliði
Ben Albaraka atm'ndeki uygulamadan hiç memnun deðilim birazcýk fazla para çekmeye kalksanýz yok SMS mi yok telefon numarasý mý saçma sapan bir uygulamanýz var kusura bakmayýn. Geçenlerde acele para çekmem gerekti bu soruyu soruyor biraz para çekmem bayaðý bir zamaným aldý üstelik acelem vardý sizler de diðer bankalarýn uygulamasýný yapýn kesinlikle memnun deðilim atm'lerinizdeki uygulamadan mobil uygulamanýza gelince çok yavaþ çalýþýyor uygulamanýn açýlmasý bayaðý bir zaman alýyor biraz daha geliþtirmelisiniz;ATM
uygulama çok yavaþ;Yavaþ
Mobil sistemi çok yavaþ hiç bir yerde ATM yok;Yavaþ
Kuryeniz iþini doðru düzgün yapmýyor bir aydýr maaþ kartým gelmedi.;Kart
Ekran donuyor;Çalýþmýyor - Hata Veriyor
Hisse senedi satarken hisse adý gorunmuyor;Fonksiyon Eksikliði
Ýnternet bankacýlýðý geliþtirilebilir;Fonksiyon Eksikliði
Seçenekler azdýr;Fonksiyon Eksikliði
Yavaþ ve bazen donuyor sistemde geri atýyor;Yavaþ
Siteniz hiç pratik deðil. Eft veya havale yapýyorsun. Para hala hesapta görünüyor. Sýk sýk iþlem hatalarý oluþuyor. V.s. Yani normal bir banka sitesindeki pratiklik yok.;Kullanýþsýz
Karmaþýk ekran seçenekleri.altýnda alýþ satýþ farký.akþam ve tatilllerde abartýlý satýþ farklarý..;Kullanýþsýz
Her yerde paramatiginiz yok;ATM
"Banka çalýþanlarýnýn Müþterilere gerekli hassasiyeti göstermediðini söyleye bilirim tam manasýyla yardýmcý olmuyorlar 
Ve konuþurken yüzümüze dahi bakmýyorlar";Personel
Albaraka mobil de devamlý sýkýntý yaþýyorum.;Çalýþmýyor - Hata Veriyor
Mobil þubesiniz sürekli hata veriyor kritik zamanlarda giriþ yapamýyoruz sýkýntýsý bitmiyor;Çalýþmýyor - Hata Veriyor
Bugün Ýstanbul Fatih Yavuz Sultan Selim SB.islem yaptým yaklaþýk 1 saat bekledim numarator sistemleri bozuk çalýþmýyor veznede çalýþan tek kiþi vatandaþlarýn iþlemleri çok yavaþ iþliyor maalesef hizmet sýfýr;Þube
Yeryüzünde en kötü en yavaþ en aðýr en kullanýlmasý sevimsiz mobil banka uygulamasý çok çok çok çok çok çok çok çok ve çok aðýr çalýþan berbat bir mobil uygulama;Yavaþ
Baþarýsýz banka;Genel Memnuniyetsizlik
Mobil þube de pýn kapalý-açýk butonu yok! Face Id ile giriþ yaparken pýn istiyor.bunun için.;FaceId
Havale EFT esnasýnda ikinci þifre istemesi ve þifre deðiþikliði yapýnca otomatik olarak o sifrerninde deðiþmemesi;Aþýrý Güvenlik
Müþteri ile ilgilenmemee;Ýlgisizlik
Sisteminiz sýk hata veriyor ve müþteri temsilcinize ulaþmak çok zaman alýyor;Çalýþmýyor - Hata Veriyor
Bazý kurum vs ödemiþti yapýlmýyor bide diðer bankalarýn mobil daha hýzlý giriþ kullaným yaaa soruyorsunuz ama geliþme yok;Fonksiyon Eksikliði
Çok yavaþ geç açýlýyor bazen açýlmýyor niye bunu kullanýyorum diye kýzýyorum kendime;Yavaþ
Mobil uygulama seçenekleri kýsýtlý. Örnek uygulama olarak Vakýfbank mobil’i öneriyorum.;Fonksiyon Eksikliði
Arkadaþ çok þeyler eksik daha;Fonksiyon Eksikliði
Mobil uygulamanýz sürekli hata veriyor. dosya ekleme imkaný olsaydý ekran görüntüsü iletebilirdim.;Çalýþmýyor - Hata Veriyor
Diðer bankalardaki kullaným kolaylýðý ve çeþitliliðiniz yok;Kullanýþsýz
Mobile giriþte sorunlar yaþýyorum. Müþteri hizmetleri de çok bilmiþlik yapýyor, bir þey bilmiyor.;Login Problemi
Bir iþlem yapýyoruz kýrk tane bilgi istiyorsunuz. Bir transfer yapmak öyle zor ki. Akbank da kullanýyorum hiç böyle deðil;Aþýrý Güvenlik
Gördüðüm en rezalet mobil þube  zaten mobil þubeye girmek ayrý bi dert  90 atarisi gibi 5 sanþye düþünüp karar veren bi uygulama;Kullanýþsýz
Hiç memnun deðilim;Genel Memnuniyetsizlik
Haftasonu iþlem yapýlamamasý ve özellikle hassas günlerde açýlan parite mafjlarý ahlaksýzlýk yapýyorsunuz;Kur Marjý
Hizmetinden memnun deðilim;Genel Memnuniyetsizlik
Kredi kartý alýþ veriþ yeterli taksit seçenekleri yoktur;Kart
Mobil bankacýlýk sisteminiz malesef çok kötü defalarca þifremin doðru olmasýna raðmen blokaja uðradým.;Login Problemi
